0.88795024,0.42937627,0.78538966,0.88907814,0.6325893,0.7311979
0.87850946,0.51432043,0.8772519,0.5450715,0.96592754,0.48052886
0.39924574,0.378501,0.68517476,0.43155918,0.5721301,0.57993555
0.74347174,0.4638994,0.94876826,0.75497615,0.563815,0.5554463
0.59328645,0.5311294,0.7983408,0.524174,0.63086534,0.70118374
0.59386265,0.31631696,0.67311764,0.5101309,0.5311116,0.649323
0.83021724,0.41294205,0.9255115,0.5676596,0.50857276,0.40286985
0.59265566,0.8770951,0.70943487,0.63247657,0.62015283,0.73690784
0.63428307,0.76363623,0.9004978,0.36603,0.6084678,0.56852454
0.5918102,0.6138498,0.78096455,0.5077548,0.8590028,0.4410218
0.81784374,0.66736305,0.7279042,0.5172522,0.95390075,0.8363734
0.55326957,0.5590466,1.0088892,0.47494033,0.6046892,0.8194024
0.67458,1.0621078,0.7286818,0.37783647,0.6254353,0.5701424
0.7152316,0.3648368,0.79380965,0.5946996,0.5913229,0.8714191
1.0572001,0.2683858,0.7536642,0.4319115,0.58749455,0.6241359
1.0203099,0.4589433,0.7502821,0.47590128,0.5192078,0.4621909
0.75058466,0.5129397,0.7308643,0.6341429,0.71125245,0.63982594
0.7848457,0.73076457,0.74635625,0.5620842,0.6353824,0.45761877
0.8183992,0.78977334,0.66495585,0.46939167,0.6262547,0.938855
0.6741203,0.3885427,0.67430735,0.62924933,0.7354193,0.8260198
0.5315151,0.7544139,0.6000645,0.523782,0.64869416,0.4260934
0.56052125,0.5301875,0.7266645,0.5760335,0.48915857,0.7538171
1.0973669,0.61988413,0.7754267,0.5513935,0.68922865,0.5191676
0.59384644,0.4304059,0.78181523,0.4804714,0.57144475,0.6399925
0.59421885,0.7117719,0.786245,0.57874334,0.5445123,0.7171351
0.80982673,0.51118684,0.84883094,0.41952142,0.70934296,0.34722406
0.5707247,0.46402633,0.6546466,0.6778965,0.52954143,0.43615878
0.5276507,0.4840023,0.7475756,0.55362177,0.80881065,0.5268255
0.57196134,0.73417974,0.952751,0.9100611,0.9062135,0.44386557
0.4720233,0.6675192,0.6799176,0.86851585,0.6654848,0.645215
0.84913737,0.87430114,0.77856874,0.36302775,0.5607517,0.47948673
0.62776047,0.4488022,0.7631843,0.70422316,0.7056042,1.0194236
1.0006946,0.9560573,0.9178124,0.42899984,0.9429778,0.47772032
1.411209,0.6921595,0.6776533,0.5650188,0.8348601,0.6826
0.7435936,0.48701784,0.6986155,0.3116395,0.96809757,0.69159514
0.56639904,0.7845602,0.74330837,0.52507627,0.724421,0.78556734
0.8538998,0.43534154,0.7728392,0.6428622,0.5966007,0.76266456
0.7132388,0.77185804,0.8800073,0.57280326,0.5454907,0.50386095
0.83181477,0.65990907,0.72406876,0.38239715,0.8297399,0.87211114
0.70107317,0.9417658,0.8831808,0.46951714,0.5595424,0.8990531
0.5168967,0.80064523,0.69037414,0.5785625,0.6005678,0.78527963
0.6014194,0.58238566,0.69431525,0.39957508,0.7011604,0.5008674
1.2339139,0.56288034,0.968192,0.7362615,0.744852,0.9020844
0.7876619,0.6857886,0.83347386,0.47589806,0.77730036,0.46217316
1.19042,0.71798885,0.81791604,0.4775091,0.6177985,0.60502225
0.70305,0.8867623,0.66101575,0.5544214,0.76167625,0.9060221
1.0828017,0.99451756,0.78592634,0.5264721,0.51299083,0.54660666
0.65698195,0.5392942,0.72394484,0.3348649,0.66075766,0.5365935
0.63215935,0.5767621,0.8693286,1.9376065,0.5087188,0.7864819
0.59025073,0.9671061,0.64635754,0.6089232,0.9114126,0.40796077
0.6526658,0.45157063,0.7775428,0.4400573,0.7902366,1.1004355
